city;street_name;street_no;postcode;_id;unit
DBRef(u'cities', ObjectId('5273115511289210444c9240'));White Birch Avenue;404;N2V2T3;52731e501128920fb05ea8a0;0
DBRef(u'cities', ObjectId('5273115511289210444c9240'));McGovern Road;140;N3H4R7;52731e5d1128920fb05ea8a1;9
DBRef(u'cities', ObjectId('5273115511289210444c9240'));Moccasin Drive;109;N2L4C2;52731e6e1128920fb05ea8a2;0
DBRef(u'cities', ObjectId('5273115511289210444c9240'));Victoria Street West;1426;N2B3E2;52731e6e1128920fb05ea8a3;0
DBRef(u'cities', ObjectId('5273115511289210444c9240'));Frobisher Dr;100;N2V2A1;52731e6e1128920fb05ea8a4;4
DBRef(u'cities', ObjectId('5273115511289210444c9240'));VICTORIA ST. N;1601;N2B3E6;52731e6e1128920fb05ea8a5;12
DBRef(u'cities', ObjectId('5273115511289210444c9240'));King Street East;4169;N2P2E8;52731e6e1128920fb05ea8a6;0
DBRef(u'cities', ObjectId('5273115511289210444c9240'));Victoria St. N;901;N2B3C3;52731e6e1128920fb05ea8a7;0
DBRef(u'cities', ObjectId('5273115511289210444c92f6'));Foxcreek Rd;1536;N6G0C9;52731e6e1128920fb05ea8a8;0
